Date,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow,Sales,Other Mfr. Exp,Employee Cost,Selling and admin,Other Expenses,Other Income,Depreciation,Profit before tax,Tax,Net profit,Net Block,Investments,Other Assets,Cash & Bank,No. of Equity Shares,Total,Close,High,Low,Open,Volume,Ticker,increase,percentage_increase,undervalued
2022-05-01,19124.85615,-8086.622308,-15630.19231,-4591.958462,366236.6338,10003.44385,3310.616923,3486.568462,4856.163077,4492.816923,5578.114615,14003.56077,3791.360769,10212.2,84328.17692,24102.42,63628.8,2288.642308,2129455489.0,187617.8823,135.8387909,154.5457622,129.9291451,149.8221986,10110402.0,BPCL.BO,0.8947601000000134,0.0065869262680548005,0
2022-06-01,18519.46923,-8061.148462,-14609.44846,-4151.127692,375959.4108,10149.63077,3261.925385,3576.197692,4977.984615,4269.515385,5649.996923,12986.97615,3509.426154,9477.55,84541.53538,24345.68,63154.04,2314.618462,2129455489.0,187662.5085,128.4725342,139.2305897,122.1467032,135.8387843,17158830.0,BPCL.BO,2.9625396999999793,0.023059712478217614,0
2022-07-01,17914.08231,-8035.674615,-13588.70462,-3710.296923,385682.1877,10295.81769,3213.233846,3665.826923,5099.806154,4046.213846,5721.879231,11970.39154,3227.491538,8742.9,84754.89385,24588.94,62679.28,2340.594615,2129455489.0,187707.1346,137.503479,138.2734012,126.6413673,129.0135571,12364276.0,BPCL.BO,-6.628799399999991,-0.04820823042593701,0
2022-08-01,17308.69538,-8010.200769,-12567.96077,-3269.466154,395404.9646,10442.00462,3164.542308,3755.456154,5221.627692,3822.912308,5793.761538,10953.80692,2945.556923,8008.25,84968.25231,24832.2,62204.52,2366.570769,2129455489.0,187751.7608,136.733551,147.7413253,133.3001259,136.7959871,9364262.0,BPCL.BO,10.349578899999983,0.0756915828215416,0
2022-09-01,16703.30846,-7984.726923,-11547.21692,-2828.635385,405127.7415,10588.19154,3115.850769,3845.085385,5343.449231,3599.610769,5865.643846,9937.222308,2663.622308,7273.6,85181.61077,25075.46,61729.76,2392.546923,2129455489.0,187796.3869,131.4350739,148.9367626,129.7754286,140.9187461,17036256.0,BPCL.BO,11.0570831,0.08412581795641993,0
2022-10-01,16097.92154,-7959.253077,-10526.47308,-2387.804615,414850.5185,10734.37846,3067.159231,3934.714615,5465.270769,3376.309231,5937.526154,8920.637692,2381.687692,6538.95,85394.96923,25318.72,61255.0,2418.523077,2129455489.0,187841.0131,130.8746796,135.702723,124.2361116,132.3403354,11074890.0,BPCL.BO,17.092163099999993,0.13059946471112502,1
2022-11-01,15492.53462,-7933.779231,-9505.729231,-1946.973846,424573.2954,10880.56538,3018.467692,4024.343846,5587.092308,3153.007692,6009.408462,7904.053077,2099.753077,5804.3,85608.32769,25561.98,60780.24,2444.499231,2129455489.0,187885.6392,147.0831299,148.2039169,128.8054978,131.0470981,7424904.0,BPCL.BO,-10.518264799999997,-0.07151238083627426,0
2022-12-01,14887.14769,-7908.305385,-8484.985385,-1506.143077,434296.0723,11026.75231,2969.776154,4113.973077,5708.913846,2929.706154,6081.290769,6887.468462,1817.818462,5069.65,85821.68615,25805.24,60305.48,2470.475385,2129455489.0,187930.2654,142.492157,151.4585451,137.9658593,147.0184547,7823760.0,BPCL.BO,5.819534300000015,0.04084108502898174,0
2023-01-01,14281.76077,-7882.831538,-7464.241538,-1065.312308,444018.8492,11172.93923,2921.084615,4203.602308,5830.735385,2706.404615,6153.173077,5870.883846,1535.883846,4335.0,86035.04462,26048.5,59830.72,2496.451538,2129455489.0,187974.8915,147.9668427,154.3036654,141.2205056,142.492172,4653530.0,BPCL.BO,6.099716099999995,0.041223533520729744,0
2023-05-01,16076.41538,-8223.974615,-7636.67,215.7707692,469325.0031,11829.39692,2898.419231,4368.11,5842.295385,2189.718462,6430.733846,7955.485385,2020.16,5935.325385,86694.06308,26755.55846,60003.13385,3145.453846,2130507327.0,190310.1515,156.9763336,161.5888524,151.86808,151.86808,4762836.0,BPCL.BO,-10.17340089999999,-0.06480850117141473,0
2023-06-01,17881.82308,-8432.756923,-9254.0,195.0661538,467393.9146,11938.34538,2960.123846,4315.92,5665.343077,2266.327692,6461.690769,10522.66308,2685.2,7837.463077,86703.53462,26744.19769,60801.48077,3430.990769,2131033246.0,191410.8423,157.191864,163.9597626,152.9026656,157.3427432,5449080.0,BPCL.BO,-4.4312134000000185,-0.02818983939270558,0
2023-07-01,19687.23077,-8641.539231,-10871.33,174.3615385,465462.8262,12047.29385,3021.828462,4263.73,5488.390769,2342.936923,6492.647692,13089.84077,3350.24,9739.600769,86713.00615,26732.83692,61599.82769,3716.527692,2131559165.0,192511.5331,162.7311859,171.4820232,156.5236943,156.9116601,5699452.0,BPCL.BO,-8.802383400000025,-0.05409155811971517,0
2023-08-01,21492.63846,-8850.321538,-12488.66,153.6569231,463531.7377,12156.24231,3083.533077,4211.54,5311.438462,2419.546154,6523.604615,15657.01846,4015.28,11641.73846,86722.47769,26721.47615,62398.17462,4002.064615,2132085084.0,193612.2238,146.8029327,163.6795694,146.1778804,162.7311969,9170172.0,BPCL.BO,45.321533199999976,0.30872362265825476,1
2023-09-01,23298.04615,-9059.103846,-14105.99,132.9523077,461600.6492,12265.19077,3145.237692,4159.35,5134.486154,2496.155385,6554.561538,18224.19615,4680.32,13543.87615,86731.94923,26710.11538,63196.52154,4287.601538,2132611003.0,194712.9146,152.7606506,162.5905898,150.1378744,150.1378744,6640496.0,BPCL.BO,45.843627999999995,0.30010102614737094,1
2023-10-01,25103.45385,-9267.886154,-15723.32,112.2476923,459669.5608,12374.13923,3206.942308,4107.16,4957.533846,2572.764615,6585.518462,20791.37385,5345.36,15446.01385,86741.42077,26698.75462,63994.86846,4573.138462,2133136923.0,195813.6054,153.9288025,157.6976723,146.1265643,153.421867,5330614.0,BPCL.BO,89.5218658,0.5815796936379077,1
2023-11-01,26908.86154,-9476.668462,-17340.65,91.54307692,457738.4723,12483.08769,3268.646923,4054.97,4780.581538,2649.373846,6616.475385,23358.55154,6010.4,17348.15154,86750.89231,26687.39385,64793.21538,4858.675385,2133662842.0,196914.2962,192.1244659,193.2044279,154.1932658,154.1932658,10109766.0,BPCL.BO,100.71885690000002,0.5242375375160381,1
2023-12-01,28714.26923,-9685.450769,-18957.98,70.83846154,455807.3838,12592.03615,3330.351538,4002.78,4603.629231,2725.983077,6647.432308,25925.72923,6675.44,19250.28923,86760.36385,26676.03308,65591.56231,5144.212308,2134188761.0,198014.9869,198.6042786,212.4896075,186.0413619,194.37257,16989344.0,BPCL.BO,93.19738770000004,0.46926173170571384,1
2024-01-01,30519.67692,-9894.233077,-20575.31,50.13384615,453876.2954,12700.98462,3392.056154,3950.59,4426.676923,2802.592308,6678.389231,28492.90692,7340.48,21152.42692,86769.83538,26664.67231,66389.90923,5429.749231,2134714680.0,199115.6777,243.4506683,250.8874083,215.6900309,222.1093769,26454338.0,BPCL.BO,48.585128800000035,0.19956868115937737,1
2021-05-01,26736.25154,-22406.52462,7860.450769,12190.17769,254203.8069,8450.740769,28134.64,23968.03769,-517.1823077,-9034.463846,23745.01462,-9940.3,2801.772308,-13142.17154,138730.3546,25352.47231,156246.91,45850.41846,3829115160.0,339645.5377,316.782074,334.5715554,283.2404426,287.5138828,1050745318.0,TATAMOTORS.NS,-31.25582890000004,-0.09866665908627152,0
2021-06-01,25604.12231,-20773.53692,6838.576154,11669.16154,256408.3354,8539.526154,28377.72,24444.16154,-358.5184615,-7992.780769,23844.16692,-9673.31,2931.728462,-12987.56231,138741.7269,25718.56846,155731.32,45379.39769,3829142409.0,338683.3515,337.5033569,358.5227733,313.65153,317.2293101,709228073.0,TATAMOTORS.NS,-6.211425700000007,-0.0184040412428858,0
2021-07-01,24471.99308,-19140.54923,5816.701538,11148.14538,258612.8638,8628.311538,28620.8,24920.28538,-199.8546154,-6951.097692,23943.31923,-9406.32,3061.684615,-12832.95308,138753.0992,26084.66462,155215.73,44908.37692,3829169659.0,337721.1654,292.1351929,355.9885195,281.8490867,339.3916116,916621826.0,TATAMOTORS.NS,188.5785217,0.6455179871620322,1
2021-08-01,23339.86385,-17507.56154,4794.826923,10627.12923,260817.3923,8717.096923,28863.88,25396.40923,-41.19076923,-5909.414615,24042.47154,-9139.33,3191.640769,-12678.34385,138764.4715,26450.76077,154700.14,44437.35615,3829196908.0,336758.9792,285.5262451,309.5768504,266.7926462,297.3030912,504374201.0,TATAMOTORS.NS,170.2424011,0.5962408150619426,1
2021-09-01,22207.73462,-15874.57385,3772.952308,10106.11308,263021.9208,8805.882308,29106.96,25872.53308,117.4730769,-4867.731538,24141.62385,-8872.34,3321.596923,-12523.73462,138775.8438,26816.85692,154184.55,43966.33538,3829224157.0,335796.7931,331.2919312,335.8138277,285.5262218,287.2157383,547130332.0,TATAMOTORS.NS,148.1297912,0.4471276757735897,1
2021-10-01,21075.60538,-14241.58615,2751.077692,9585.096923,265226.4492,8894.667692,29350.04,26348.65692,276.1369231,-3826.048462,24240.77615,-8605.35,3451.553077,-12369.12538,138787.2162,27182.95308,153668.96,43495.31462,3829251407.0,334834.6069,480.7137146,526.7278526,323.689185,330.5962584,1344147576.0,TATAMOTORS.NS,33.83975220000002,0.07039481332076815,0
2021-11-01,19943.47615,-12608.59846,1729.203077,9064.080769,267430.9777,8983.453077,29593.12,26824.78077,434.8007692,-2784.365385,24339.92846,-8338.36,3581.509231,-12214.51615,138798.5885,27549.04923,153153.37,43024.29385,3829278656.0,333872.4208,455.7686462,533.3864691,440.364342,483.4467086,676681297.0,TATAMOTORS.NS,-4.521911599999953,-0.009921506531222975,0
2021-12-01,18811.34692,-10975.61077,707.3284615,8543.064615,269635.5062,9072.238462,29836.2,27300.90462,593.4646154,-1742.682308,24439.08077,-8071.37,3711.465385,-12059.90692,138809.9608,27915.14538,152637.78,42553.27308,3829305905.0,332910.2346,479.4217224,503.2735497,437.2835003,464.9615643,433230539.0,TATAMOTORS.NS,-48.3496399,-0.10084991488904634,0
2022-01-01,17679.21769,-9342.623077,-314.5461538,8022.048462,271840.0346,9161.023846,30079.28,27777.02846,752.1284615,-700.9992308,24538.23308,-7804.38,3841.421538,-11905.29769,138821.3331,28281.24154,152122.19,42082.25231,3829333155.0,331948.0485,514.5534668,525.2370974,464.7627728,490.4531837,431279282.0,TATAMOTORS.NS,-81.5682678,-0.15852243364964924,0
2022-04-01,15906.30538,-5287.776154,-5138.841538,5479.687692,283646.9546,9607.271538,31027.45692,29638.76846,1511.213846,2750.197692,24837.58769,-6203.614615,3959.964615,-10375.64231,138334.2431,29148.73231,151449.6962,40388.14154,3829467389.0,329493.2546,434.8983154,459.8433571,414.4254913,431.3205353,335633541.0,TATAMOTORS.NS,11.925903399999982,0.027422280054203173,0
2022-05-01,17529.78077,-6131.892308,-6897.513077,4500.375385,288840.2892,9787.163077,31246.39385,30072.13692,1794.307692,3076.345385,24839.48538,-5403.819231,3688.639231,-9309.814615,137813.0362,28917.93462,152323.9723,40107.09308,3829519875.0,329925.0192,440.811554,446.7248314,363.9391295,435.2461521,471123560.0,TATAMOTORS.NS,27.379943799999978,0.06211258201276634,0
2022-06-01,19153.25615,-6976.008462,-8656.184615,3521.063077,294033.6238,9967.054615,31465.33077,30505.50538,2077.401538,3402.493077,24841.38308,-4604.023846,3417.313846,-8243.986923,137291.8292,28687.13692,153198.2485,39826.04462,3829572361.0,330356.7838,409.2575684,443.2464325,374.3245876,442.3519951,341676264.0,TATAMOTORS.NS,-7.155517600000053,-0.01748414238977835,0
2022-07-01,20776.73154,-7820.124615,-10414.85615,2541.750769,299226.9585,10146.94615,31684.26769,30938.87385,2360.495385,3728.640769,24843.28077,-3804.228462,3145.988462,-7178.159231,136770.6223,28456.33923,154072.5246,39544.99615,3829624847.0,330788.5485,446.8242188,457.9053737,399.8162262,408.1146802,313104937.0,TATAMOTORS.NS,-36.622497599999974,-0.08196175600855765,0
2022-08-01,22400.20692,-8664.240769,-12173.52769,1562.438462,304420.2931,10326.83769,31903.20462,31372.24231,2643.589231,4054.788462,24845.17846,-3004.433077,2874.663077,-6112.331538,136249.4154,28225.54154,154946.8008,39263.94769,3829677333.0,331220.3131,468.1914978,491.3476346,444.8365837,449.1597334,316991103.0,TATAMOTORS.NS,-31.504302999999993,-0.06728935307034957,0
2022-09-01,24023.68231,-9508.356923,-13932.19923,583.1261538,309613.6277,10506.72923,32122.14154,31805.61077,2926.683077,4380.936154,24847.07615,-2204.637692,2603.337692,-5046.503846,135728.2085,27994.74385,155821.0769,38982.89923,3829729819.0,331652.0777,402.1020508,471.4711012,387.9400287,459.6445766,344727174.0,TATAMOTORS.NS,-16.547210699999994,-0.04115176897774726,0
2022-10-01,25647.15769,-10352.47308,-15690.87077,-396.1861538,314806.9623,10686.62077,32341.07846,32238.97923,3209.776923,4707.083846,24848.97385,-1404.842308,2332.012308,-3980.676154,135207.0015,27763.94615,156695.3531,38701.85077,3829782305.0,332083.8423,410.2017212,415.071463,388.6853923,402.996482,255155966.0,TATAMOTORS.NS,39.10705569999999,0.09533615701464294,0
2022-11-01,27270.63308,-11196.58923,-17449.54231,-1375.498462,320000.2969,10866.51231,32560.01538,32672.34769,3492.870769,5033.231538,24850.87154,-605.0469231,2060.686923,-2914.848462,134685.7946,27533.14846,157569.6292,38420.80231,3829834791.0,332515.6069,436.6871948,438.4761001,406.6736639,412.3384547,272538198.0,TATAMOTORS.NS,-18.58453370000001,-0.04255800014587469,0
2022-12-01,28894.10846,-12040.70538,-19208.21385,-2354.810769,325193.6315,11046.40385,32778.95231,33105.71615,3775.964615,5359.379231,24852.76923,194.7484615,1789.361538,-1849.020769,134164.5877,27302.35077,158443.9054,38139.75385,3829887277.0,332947.3715,385.5548401,440.8612554,372.8835576,440.2649537,285898367.0,TATAMOTORS.NS,32.647186300000044,0.08467585646579474,0
2023-03-31,35388.01,-15417.17,-26242.9,-6272.06,345966.97,11765.97,33654.7,34839.19,4908.34,6663.97,24860.36,3393.93,704.06,2414.29,132079.76,26379.16,161941.01,37015.56,3830097221.0,334674.43,450.0790101,462.1539915,407.443875,419.6430848,197864552.0,TATAMOTORS.NS,141.7941588,0.3150428160791051,1
2023-04-01,37890.11385,-15983.66154,-27070.83,-5164.377692,353040.8777,12177.38231,34334.08,35448.89308,4613.260769,6587.715385,25045.72692,5283.251538,353.6215385,4643.89,131249.4292,26116.99923,164065.9823,37691.80077,3830281427.0,337354.9054,481.9559937,484.9871512,416.9100613,420.3884528,214616265.0,TATAMOTORS.NS,158.36621089999994,0.3285906036445666,1
2023-05-01,40392.21769,-16550.15308,-27898.76,-4056.695385,360114.7854,12588.79462,35013.46,36058.59615,4318.181538,6511.460769,25231.09385,7172.573077,3.183076923,6873.49,130419.0985,25854.83846,166190.9546,38368.04154,3830465633.0,340035.3808,523.0506592,533.8337087,471.620159,481.9559746,291541815.0,TATAMOTORS.NS,76.10040279999998,0.14549336944990124,1
2023-06-01,42894.32154,-17116.64462,-28726.69,-2949.013077,367188.6931,13000.20692,35692.84,36668.29923,4023.102308,6435.206154,25416.46077,9061.894615,-347.2553846,9103.09,129588.7677,25592.67769,168315.9269,39044.28231,3830649839.0,342715.8562,591.8731689,595.3018814,519.6219936,524.2433096,261017872.0,TATAMOTORS.NS,36.388061600000015,0.06147949174250871,0
2023-07-01,45396.42538,-17683.13615,-29554.62,-1841.330769,374262.6008,13411.61923,36372.22,37278.00231,3728.023077,6358.951538,25601.82769,10951.21615,-697.6938462,11332.69,128758.4369,25330.51692,170440.8992,39720.52308,3830834044.0,345396.3315,640.3222046,661.2919737,581.3386442,596.2957163,261753677.0,TATAMOTORS.NS,-13.606201199999987,-0.021248991683022432,0
2023-08-01,47898.52923,-18249.62769,-30382.55,-733.6484615,381336.5085,13823.03154,37051.6,37887.70538,3432.943846,6282.696923,25787.19462,12840.53769,-1048.132308,13562.29,127928.1062,25068.35615,172565.8715,40396.76385,3831018250.0,348076.8069,599.151062,650.8914193,591.4747384,643.0156988,275091873.0,TATAMOTORS.NS,105.07574460000001,0.17537437762231656,1
2023-09-01,50400.63308,-18816.11923,-31210.48,374.0338462,388410.4162,14234.44385,37730.98,38497.40846,3137.864615,6206.442308,25972.56154,14729.85923,-1398.570769,15791.89,127097.7754,24806.19538,174690.8438,41073.00462,3831202456.0,350757.2823,628.2612305,645.0095339,600.0483063,602.3412183,182497184.0,TATAMOTORS.NS,149.28930660000003,0.23762298125763473,1
2023-10-01,52902.73692,-19382.61077,-32038.41,1481.716154,395484.3238,14645.85615,38410.36,39107.11154,2842.785385,6130.187692,26157.92846,16619.18077,-1749.009231,18021.49,126267.4446,24544.03462,176815.8162,41749.24538,3831386662.0,353437.7577,626.7160034,675.7147586,606.428573,628.2612227,215850154.0,TATAMOTORS.NS,254.76385500000004,0.40650606274274065,1
2023-11-01,55404.84077,-19949.10231,-32866.34,2589.398462,402558.2315,15057.26846,39089.74,39716.81462,2547.706154,6053.933077,26343.29538,18508.50231,-2099.447692,20251.09,125437.1138,24281.87385,178940.7885,42425.48615,3831570868.0,356118.2331,704.2268066,715.0434026,624.3731953,628.0618245,218144440.0,TATAMOTORS.NS,243.04998779999994,0.3451302698536042,1
2024-03-01,65413.25615,-22215.06846,-36178.06,7020.127692,430853.8623,16702.91769,41807.26,42155.62692,1367.389231,5748.914615,27084.76308,26065.78846,-3501.201538,29169.49,122115.7908,23233.23077,187440.6777,45130.44923,3832307691.0,366840.1346,989.7457275,1062.321753,918.3660229,955.9998884,272969298.0,TATAMOTORS.NS,-242.30236810000008,-0.24481274469558148,0
2024-03-31,67915.36,-22781.56,-37005.99,8127.81,437927.77,17114.33,42486.64,42765.33,1072.31,5672.66,27270.13,27955.11,-3851.64,31399.09,121285.46,22971.07,189565.65,45806.69,3832491897.0,369520.61,989.7457275,1062.321753,918.3660229,955.9998884,272969298.0,TATAMOTORS.NS,-244.6920166,-0.24722715117757352,0
2021-04-01,27868.38077,-24039.51231,8882.325385,12711.19385,251999.2785,8361.955385,27891.56,23491.91385,-675.8461538,-10076.14692,23645.86231,-10207.29,2671.816154,-13296.78077,138718.9823,24986.37615,156762.5,46321.43923,3829087910.0,340607.7238,711.798645,726.6837403,623.9314912,703.2359171,371545458.0,AXISBANK.NS,-5.973998999999935,-0.008392821540142066,0
2021-05-01,26736.25154,-22406.52462,7860.450769,12190.17769,254203.8069,8450.740769,28134.64,23968.03769,-517.1823077,-9034.463846,23745.01462,-9940.3,2801.772308,-13142.17154,138730.3546,25352.47231,156246.91,45850.41846,3829115160.0,339645.5377,747.4433594,756.404316,678.4440057,702.9372627,266650928.0,AXISBANK.NS,35.6445923,0.04768868684392783,0
2021-06-01,25604.12231,-20773.53692,6838.576154,11669.16154,256408.3354,8539.526154,28377.72,24444.16154,-358.5184615,-7992.780769,23844.16692,-9673.31,2931.728462,-12987.56231,138741.7269,25718.56846,155731.32,45379.39769,3829142409.0,338683.3515,745.0537109,766.2612951,717.3743251,750.2809354,163966439.0,AXISBANK.NS,18.170837399999982,0.02438862746962258,0
2021-07-01,24471.99308,-19140.54923,5816.701538,11148.14538,258612.8638,8628.311538,28620.8,24920.28538,-199.8546154,-6951.097692,23943.31923,-9406.32,3061.684615,-12832.95308,138753.0992,26084.66462,155215.73,44908.37692,3829169659.0,337721.1654,705.824646,774.8737647,704.0822379,746.74632,137568450.0,AXISBANK.NS,32.95642090000001,0.046692080089252096,0
2021-08-01,23339.86385,-17507.56154,4794.826923,10627.12923,260817.3923,8717.096923,28863.88,25396.40923,-41.19076923,-5909.414615,24042.47154,-9139.33,3191.640769,-12678.34385,138764.4715,26450.76077,154700.14,44437.35615,3829196908.0,336758.9792,783.0879517,786.0749369,708.9111527,711.8981379,141069423.0,AXISBANK.NS,-130.28228760000002,-0.16636992986186436,0
2021-09-01,22207.73462,-15874.57385,3772.952308,10106.11308,263021.9208,8805.882308,29106.96,25872.53308,117.4730769,-4867.731538,24141.62385,-8872.34,3321.596923,-12523.73462,138775.8438,26816.85692,154184.55,43966.33538,3829224157.0,335796.7931,763.2245483,817.1396597,761.5319111,794.6376663,173070518.0,AXISBANK.NS,-87.61822510000002,-0.11480006152207776,0
2021-10-01,21075.60538,-14241.58615,2751.077692,9585.096923,265226.4492,8894.667692,29350.04,26348.65692,276.1369231,-3826.048462,24240.77615,-8605.35,3451.553077,-12369.12538,138787.2162,27182.95308,153668.96,43495.31462,3829251407.0,334834.6069,738.7810669,863.1392519,710.9025361,760.088254,227906435.0,AXISBANK.NS,30.915283199999976,0.041846339308238674,0
2022-02-01,16547.08846,-7709.635385,-1336.420769,7501.032308,274044.5631,9249.809231,30322.36,28253.15231,910.7923077,340.6838462,24637.38538,-7537.39,3971.377692,-11750.68846,138832.7054,28647.33769,151606.6,41611.23154,3829360404.0,330985.8623,739.1793213,812.4102322,722.1534686,774.7243978,197682587.0,AXISBANK.NS,-56.951782200000025,-0.07704731525746489,0
2022-03-01,15414.95923,-6076.647692,-2358.295385,6980.016154,276249.0915,9338.594615,30565.44,28729.27615,1069.456154,1382.366923,24736.53769,-7270.4,4101.333846,-11596.07923,138844.0777,29013.43385,151091.01,41140.21077,3829387654.0,330023.6762,757.8479614,762.527523,634.2365315,739.1793037,268955832.0,AXISBANK.NS,-123.8105468,-0.1633712210181054,0
2022-03-31,14282.83,-4443.66,-3380.17,6459.0,278453.62,9427.38,30808.52,29205.4,1228.12,2424.05,24835.69,-7003.41,4231.29,-11441.47,138855.45,29379.53,150575.42,40669.19,3829414903.0,329061.49,725.4391479,812.6591563,721.8547899,756.7029521,193156671.0,AXISBANK.NS,-3.833190899999977,-0.005283959255709168,0
2022-04-01,15906.30538,-5287.776154,-5138.841538,5479.687692,283646.9546,9607.271538,31027.45692,29638.76846,1511.213846,2750.197692,24837.58769,-6203.614615,3959.964615,-10375.64231,138334.2431,29148.73231,151449.6962,40388.14154,3829467389.0,329493.2546,682.2275391,734.9976192,627.3167615,718.8678845,209893321.0,AXISBANK.NS,67.15118400000006,0.09842930716134156,0
2022-05-01,17529.78077,-6131.892308,-6897.513077,4500.375385,288840.2892,9787.163077,31246.39385,30072.13692,1794.307692,3076.345385,24839.48538,-5403.819231,3688.639231,-9309.814615,137813.0362,28917.93462,152323.9723,40107.09308,3829519875.0,329925.0192,634.0374146,694.9719281,615.5679005,680.0370013,163912580.0,AXISBANK.NS,97.09307860000001,0.1531346200779868,1
2022-06-01,19153.25615,-6976.008462,-8656.184615,3521.063077,294033.6238,9967.054615,31465.33077,30505.50538,2077.401538,3402.493077,24841.38308,-4604.023846,3417.313846,-8243.986923,137291.8292,28687.13692,153198.2485,39826.04462,3829572361.0,330356.7838,721.605957,735.5949945,629.0591719,630.2539783,183089479.0,AXISBANK.NS,181.836731,0.25198895496368523,1
2022-07-01,20776.73154,-7820.124615,-10414.85615,2541.750769,299226.9585,10146.94615,31684.26769,30938.87385,2360.495385,3728.640769,24843.28077,-3804.228462,3145.988462,-7178.159231,136770.6223,28456.33923,154072.5246,39544.99615,3829624847.0,330788.5485,749.3787231,773.8095664,710.1896684,723.9507026,144763014.0,AXISBANK.NS,149.32739260000005,0.1992682578206497,1
2022-08-01,22400.20692,-8664.240769,-12173.52769,1562.438462,304420.2931,10326.83769,31903.20462,31372.24231,2643.589231,4054.788462,24845.17846,-3004.433077,2874.663077,-6112.331538,136249.4154,28225.54154,154946.8008,39263.94769,3829677333.0,331220.3131,731.1304932,813.8962186,705.7024691,731.4296342,217887874.0,AXISBANK.NS,199.98394769999993,0.27352702364349957,1
